Marine protected areas (% of territorial waters);ER.MRN.PTMR.ZS;South Africa;ZAF;2018.0;12.0564621192386
Methane emissions (% change from 1990);EN.ATM.METH.ZG;Brazil;BRA;2018.0;
Methane emissions (% change from 1990);EN.ATM.METH.ZG;China;CHN;2018.0;
Methane emissions (% change from 1990);EN.ATM.METH.ZG;India;IND;2018.0;
Methane emissions (% change from 1990);EN.ATM.METH.ZG;Russian Federation;RUS;2018.0;
Methane emissions (% change from 1990);EN.ATM.METH.ZG;South Africa;ZAF;2018.0;
Methane emissions (kt of CO2 equivalent);EN.ATM.METH.KT.CE;Brazil;BRA;2018.0;
Methane emissions (kt of CO2 equivalent);EN.ATM.METH.KT.CE;China;CHN;2018.0;
Methane emissions (kt of CO2 equivalent);EN.ATM.METH.KT.CE;India;IND;2018.0;
Methane emissions (kt of CO2 equivalent);EN.ATM.METH.KT.CE;Russian Federation;RUS;2018.0;
Methane emissions (kt of CO2 equivalent);EN.ATM.METH.KT.CE;South Africa;ZAF;2018.0;
Methane emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.METH.EG.KT.CE;Brazil;BRA;2018.0;
Methane emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.METH.EG.KT.CE;China;CHN;2018.0;
Methane emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.METH.EG.KT.CE;India;IND;2018.0;
Methane emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.METH.EG.KT.CE;Russian Federation;RUS;2018.0;
Methane emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.METH.EG.KT.CE;South Africa;ZAF;2018.0;
Mineral rents (% of GDP);NY.GDP.MINR.RT.ZS;Brazil;BRA;2018.0;1.87803954855787
Mineral rents (% of GDP);NY.GDP.MINR.RT.ZS;China;CHN;2018.0;0.330954106734604
Mineral rents (% of GDP);NY.GDP.MINR.RT.ZS;India;IND;2018.0;0.476280365990941
Mineral rents (% of GDP);NY.GDP.MINR.RT.ZS;Russian Federation;RUS;2018.0;1.00884085813439
Mineral rents (% of GDP);NY.GDP.MINR.RT.ZS;South Africa;ZAF;2018.0;2.20382829987199
Natural gas rents (% of GDP);NY.GDP.NGAS.RT.ZS;Brazil;BRA;2018.0;0.0613898074833592
Natural gas rents (% of GDP);NY.GDP.NGAS.RT.ZS;China;CHN;2018.0;0.171867694610685
Natural gas rents (% of GDP);NY.GDP.NGAS.RT.ZS;India;IND;2018.0;0.0495156119335404
Natural gas rents (% of GDP);NY.GDP.NGAS.RT.ZS;Russian Federation;RUS;2018.0;3.70070249923129
Natural gas rents (% of GDP);NY.GDP.NGAS.RT.ZS;South Africa;ZAF;2018.0;0.0314436147688316
Net intake rate in grade 1 (% of official school-age population);SE.PRM.NINT.ZS;Brazil;BRA;2018.0;
Net intake rate in grade 1 (% of official school-age population);SE.PRM.NINT.ZS;China;CHN;2018.0;82.37967
Net intake rate in grade 1 (% of official school-age population);SE.PRM.NINT.ZS;India;IND;2018.0;
Net intake rate in grade 1 (% of official school-age population);SE.PRM.NINT.ZS;Russian Federation;RUS;2018.0;
Net intake rate in grade 1 (% of official school-age population);SE.PRM.NINT.ZS;South Africa;ZAF;2018.0;
Net intake rate in grade 1, female (% of official school-age population);SE.PRM.NINT.FE.ZS;Brazil;BRA;2018.0;
Net intake rate in grade 1, female (% of official school-age population);SE.PRM.NINT.FE.ZS;China;CHN;2018.0;82.97871
Net intake rate in grade 1, female (% of official school-age population);SE.PRM.NINT.FE.ZS;India;IND;2018.0;
Net intake rate in grade 1, female (% of official school-age population);SE.PRM.NINT.FE.ZS;Russian Federation;RUS;2018.0;
Net intake rate in grade 1, female (% of official school-age population);SE.PRM.NINT.FE.ZS;South Africa;ZAF;2018.0;
Net intake rate in grade 1, male (% of official school-age population);SE.PRM.NINT.MA.ZS;Brazil;BRA;2018.0;
Net intake rate in grade 1, male (% of official school-age population);SE.PRM.NINT.MA.ZS;China;CHN;2018.0;81.86279
Net intake rate in grade 1, male (% of official school-age population);SE.PRM.NINT.MA.ZS;India;IND;2018.0;
Net intake rate in grade 1, male (% of official school-age population);SE.PRM.NINT.MA.ZS;Russian Federation;RUS;2018.0;
Net intake rate in grade 1, male (% of official school-age population);SE.PRM.NINT.MA.ZS;South Africa;ZAF;2018.0;
Nitrous oxide emissions (% change from 1990);EN.ATM.NOXE.ZG;Brazil;BRA;2018.0;
Nitrous oxide emissions (% change from 1990);EN.ATM.NOXE.ZG;China;CHN;2018.0;
Nitrous oxide emissions (% change from 1990);EN.ATM.NOXE.ZG;India;IND;2018.0;
Nitrous oxide emissions (% change from 1990);EN.ATM.NOXE.ZG;Russian Federation;RUS;2018.0;
Nitrous oxide emissions (% change from 1990);EN.ATM.NOXE.ZG;South Africa;ZAF;2018.0;
Nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.KT.CE;Brazil;BRA;2018.0;
Nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.KT.CE;China;CHN;2018.0;
Nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.KT.CE;India;IND;2018.0;
Nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.KT.CE;Russian Federation;RUS;2018.0;
Nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.KT.CE;South Africa;ZAF;2018.0;
Nitrous oxide emissions in energy sector (% of total);EN.ATM.NOXE.EG.ZS;Brazil;BRA;2018.0;
Nitrous oxide emissions in energy sector (% of total);EN.ATM.NOXE.EG.ZS;China;CHN;2018.0;
Nitrous oxide emissions in energy sector (% of total);EN.ATM.NOXE.EG.ZS;India;IND;2018.0;
Nitrous oxide emissions in energy sector (% of total);EN.ATM.NOXE.EG.ZS;Russian Federation;RUS;2018.0;
Nitrous oxide emissions in energy sector (% of total);EN.ATM.NOXE.EG.ZS;South Africa;ZAF;2018.0;
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.EG.KT.CE;Brazil;BRA;2018.0;
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.EG.KT.CE;China;CHN;2018.0;
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.EG.KT.CE;India;IND;2018.0;
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.EG.KT.CE;Russian Federation;RUS;2018.0;
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.EG.KT.CE;South Africa;ZAF;2018.0;
Oil rents (% of GDP);NY.GDP.PETR.RT.ZS;Brazil;BRA;2018.0;2.07015155701778
Oil rents (% of GDP);NY.GDP.PETR.RT.ZS;China;CHN;2018.0;0.431876263323537
Oil rents (% of GDP);NY.GDP.PETR.RT.ZS;India;IND;2018.0;0.454268523870811
Oil rents (% of GDP);NY.GDP.PETR.RT.ZS;Russian Federation;RUS;2018.0;10.0008160958197
Oil rents (% of GDP);NY.GDP.PETR.RT.ZS;South Africa;ZAF;2018.0;0.00559085115392989
Other greenhouse gas emissions (% change from 1990);EN.ATM.GHGO.ZG;Brazil;BRA;2018.0;
Other greenhouse gas emissions (% change from 1990);EN.ATM.GHGO.ZG;China;CHN;2018.0;
Other greenhouse gas emissions (% change from 1990);EN.ATM.GHGO.ZG;India;IND;2018.0;
Other greenhouse gas emissions (% change from 1990);EN.ATM.GHGO.ZG;Russian Federation;RUS;2018.0;
Other greenhouse gas emissions (% change from 1990);EN.ATM.GHGO.ZG;South Africa;ZAF;2018.0;
Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent);EN.ATM.GHGO.KT.CE;Brazil;BRA;2018.0;
Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent);EN.ATM.GHGO.KT.CE;China;CHN;2018.0;
Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent);EN.ATM.GHGO.KT.CE;India;IND;2018.0;
Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent);EN.ATM.GHGO.KT.CE;Russian Federation;RUS;2018.0;
Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent);EN.ATM.GHGO.KT.CE;South Africa;ZAF;2018.0;
Over-age students, primary (% of enrollment);SE.PRM.OENR.ZS;Brazil;BRA;2018.0;
Over-age students, primary (% of enrollment);SE.PRM.OENR.ZS;China;CHN;2018.0;
Over-age students, primary (% of enrollment);SE.PRM.OENR.ZS;India;IND;2018.0;
Over-age students, primary (% of enrollment);SE.PRM.OENR.ZS;Russian Federation;RUS;2018.0;
Over-age students, primary (% of enrollment);SE.PRM.OENR.ZS;South Africa;ZAF;2018.0;
Over-age students, primary, female (% of female enrollment);SE.PRM.OENR.FE.ZS;Brazil;BRA;2018.0;
Over-age students, primary, female (% of female enrollment);SE.PRM.OENR.FE.ZS;China;CHN;2018.0;
Over-age students, primary, female (% of female enrollment);SE.PRM.OENR.FE.ZS;India;IND;2018.0;
Over-age students, primary, female (% of female enrollment);SE.PRM.OENR.FE.ZS;Russian Federation;RUS;2018.0;
Over-age students, primary, female (% of female enrollment);SE.PRM.OENR.FE.ZS;South Africa;ZAF;2018.0;
Over-age students, primary, male (% of male enrollment);SE.PRM.OENR.MA.ZS;Brazil;BRA;2018.0;
Over-age students, primary, male (% of male enrollment);SE.PRM.OENR.MA.ZS;China;CHN;2018.0;
Over-age students, primary, male (% of male enrollment);SE.PRM.OENR.MA.ZS;India;IND;2018.0;
Over-age students, primary, male (% of male enrollment);SE.PRM.OENR.MA.ZS;Russian Federation;RUS;2018.0;
Over-age students, primary, male (% of male enrollment);SE.PRM.OENR.MA.ZS;South Africa;ZAF;2018.0;
Permanent cropland (% of land area);AG.LND.CROP.ZS;Brazil;BRA;2018.0;
Permanent cropland (% of land area);AG.LND.CROP.ZS;China;CHN;2018.0;
Permanent cropland (% of land area);AG.LND.CROP.ZS;India;IND;2018.0;
Permanent cropland (% of land area);AG.LND.CROP.ZS;Russian Federation;RUS;2018.0;
Permanent cropland (% of land area);AG.LND.CROP.ZS;South Africa;ZAF;2018.0;
Persistence to grade 5, female (% of cohort);SE.PRM.PRS5.FE.ZS;Brazil;BRA;2018.0;
Persistence to grade 5, female (% of cohort);SE.PRM.PRS5.FE.ZS;China;CHN;2018.0;
Persistence to grade 5, female (% of cohort);SE.PRM.PRS5.FE.ZS;India;IND;2018.0;87.033203125
Persistence to grade 5, female (% of cohort);SE.PRM.PRS5.FE.ZS;Russian Federation;RUS;2018.0;
Persistence to grade 5, female (% of cohort);SE.PRM.PRS5.FE.ZS;South Africa;ZAF;2018.0;
Persistence to grade 5, male (% of cohort);SE.PRM.PRS5.MA.ZS;Brazil;BRA;2018.0;
Persistence to grade 5, male (% of cohort);SE.PRM.PRS5.MA.ZS;China;CHN;2018.0;
Persistence to grade 5, male (% of cohort);SE.PRM.PRS5.MA.ZS;India;IND;2018.0;86.0362701416016
Persistence to grade 5, male (% of cohort);SE.PRM.PRS5.MA.ZS;Russian Federation;RUS;2018.0;
Persistence to grade 5, male (% of cohort);SE.PRM.PRS5.MA.ZS;South Africa;ZAF;2018.0;
Persistence to grade 5, total (% of cohort);SE.PRM.PRS5.ZS;Brazil;BRA;2018.0;
Persistence to grade 5, total (% of cohort);SE.PRM.PRS5.ZS;China;CHN;2018.0;
Persistence to grade 5, total (% of cohort);SE.PRM.PRS5.ZS;India;IND;2018.0;86.5114974975586
Persistence to grade 5, total (% of cohort);SE.PRM.PRS5.ZS;Russian Federation;RUS;2018.0;
Persistence to grade 5, total (% of cohort);SE.PRM.PRS5.ZS;South Africa;ZAF;2018.0;
Persistence to last grade of primary, female (% of cohort);SE.PRM.PRSL.FE.ZS;Brazil;BRA;2018.0;
Persistence to last grade of primary, female (% of cohort);SE.PRM.PRSL.FE.ZS;China;CHN;2018.0;
Persistence to last grade of primary, female (% of cohort);SE.PRM.PRSL.FE.ZS;India;IND;2018.0;87.033203125
Persistence to last grade of primary, female (% of cohort);SE.PRM.PRSL.FE.ZS;Russian Federation;RUS;2018.0;
Persistence to last grade of primary, female (% of cohort);SE.PRM.PRSL.FE.ZS;South Africa;ZAF;2018.0;
Persistence to last grade of primary, male (% of cohort);SE.PRM.PRSL.MA.ZS;Brazil;BRA;2018.0;
Persistence to last grade of primary, male (% of cohort);SE.PRM.PRSL.MA.ZS;China;CHN;2018.0;
Persistence to last grade of primary, male (% of cohort);SE.PRM.PRSL.MA.ZS;India;IND;2018.0;86.0362701416016
Persistence to last grade of primary, male (% of cohort);SE.PRM.PRSL.MA.ZS;Russian Federation;RUS;2018.0;
Persistence to last grade of primary, male (% of cohort);SE.PRM.PRSL.MA.ZS;South Africa;ZAF;2018.0;
Persistence to last grade of primary, total (% of cohort);SE.PRM.PRSL.ZS;Brazil;BRA;2018.0;
Persistence to last grade of primary, total (% of cohort);SE.PRM.PRSL.ZS;China;CHN;2018.0;
Persistence to last grade of primary, total (% of cohort);SE.PRM.PRSL.ZS;India;IND;2018.0;86.5114974975586
Persistence to last grade of primary, total (% of cohort);SE.PRM.PRSL.ZS;Russian Federation;RUS;2018.0;
Persistence to last grade of primary, total (% of cohort);SE.PRM.PRSL.ZS;South Africa;ZAF;2018.0;
PFC gas emissions (thousand metric tons of CO2 equivalent);EN.ATM.PFCG.KT.CE;Brazil;BRA;2018.0;
PFC gas emissions (thousand metric tons of CO2 equivalent);EN.ATM.PFCG.KT.CE;China;CHN;2018.0;
PFC gas emissions (thousand metric tons of CO2 equivalent);EN.ATM.PFCG.KT.CE;India;IND;2018.0;
PFC gas emissions (thousand metric tons of CO2 equivalent);EN.ATM.PFCG.KT.CE;Russian Federation;RUS;2018.0;
PFC gas emissions (thousand metric tons of CO2 equivalent);EN.ATM.PFCG.KT.CE;South Africa;ZAF;2018.0;
Plant species (higher), threatened;EN.HPT.THRD.NO;Brazil;BRA;2018.0;558.0
Plant species (higher), threatened;EN.HPT.THRD.NO;China;CHN;2018.0;593.0
Plant species (higher), threatened;EN.HPT.THRD.NO;India;IND;2018.0;396.0
Plant species (higher), threatened;EN.HPT.THRD.NO;Russian Federation;RUS;2018.0;56.0
Plant species (higher), threatened;EN.HPT.THRD.NO;South Africa;ZAF;2018.0;153.0
PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);EN.ATM.PM25.MC.M3;Brazil;BRA;2018.0;
PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);EN.ATM.PM25.MC.M3;China;CHN;2018.0;
PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);EN.ATM.PM25.MC.M3;India;IND;2018.0;
PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);EN.ATM.PM25.MC.M3;Russian Federation;RUS;2018.0;
PM2.5 air pollution, mean annual exposure (micrograms per cubic meter);EN.ATM.PM25.MC.M3;South Africa;ZAF;2018.0;
PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total);EN.ATM.PM25.MC.ZS;Brazil;BRA;2018.0;
PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total);EN.ATM.PM25.MC.ZS;China;CHN;2018.0;
PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total);EN.ATM.PM25.MC.ZS;India;IND;2018.0;
PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total);EN.ATM.PM25.MC.ZS;Russian Federation;RUS;2018.0;
PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total);EN.ATM.PM25.MC.ZS;South Africa;ZAF;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total);EN.ATM.PM25.MC.T1.ZS;Brazil;BRA;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total);EN.ATM.PM25.MC.T1.ZS;China;CHN;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total);EN.ATM.PM25.MC.T1.ZS;India;IND;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total);EN.ATM.PM25.MC.T1.ZS;Russian Federation;RUS;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total);EN.ATM.PM25.MC.T1.ZS;South Africa;ZAF;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total);EN.ATM.PM25.MC.T2.ZS;Brazil;BRA;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total);EN.ATM.PM25.MC.T2.ZS;China;CHN;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total);EN.ATM.PM25.MC.T2.ZS;India;IND;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total);EN.ATM.PM25.MC.T2.ZS;Russian Federation;RUS;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total);EN.ATM.PM25.MC.T2.ZS;South Africa;ZAF;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total);EN.ATM.PM25.MC.T3.ZS;Brazil;BRA;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total);EN.ATM.PM25.MC.T3.ZS;China;CHN;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total);EN.ATM.PM25.MC.T3.ZS;India;IND;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total);EN.ATM.PM25.MC.T3.ZS;Russian Federation;RUS;2018.0;
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total);EN.ATM.PM25.MC.T3.ZS;South Africa;ZAF;2018.0;
Population density (people per sq. km of land area);EN.POP.DNST;Brazil;BRA;2018.0;25.0617162430876
Population density (people per sq. km of land area);EN.POP.DNST;China;CHN;2018.0;148.348833270666
Population density (people per sq. km of land area);EN.POP.DNST;India;IND;2018.0;454.938072575247
Population density (people per sq. km of land area);EN.POP.DNST;Russian Federation;RUS;2018.0;8.82206795315588
Population density (people per sq. km of land area);EN.POP.DNST;South Africa;ZAF;2018.0;47.6301197767684
Population in largest city;EN.URB.LCTY;Brazil;BRA;2018.0;21650181.0
Population in largest city;EN.URB.LCTY;China;CHN;2018.0;25582138.0
Population in largest city;EN.URB.LCTY;India;IND;2018.0;28513682.0
Population in largest city;EN.URB.LCTY;Russian Federation;RUS;2018.0;12409738.0
Population in largest city;EN.URB.LCTY;South Africa;ZAF;2018.0;5485986.0
Population in the largest city (% of urban population);EN.URB.LCTY.UR.ZS;Brazil;BRA;2018.0;11.939294933562
Population in the largest city (% of urban population);EN.URB.LCTY.UR.ZS;China;CHN;2018.0;3.10527790612515
Population in the largest city (% of urban population);EN.URB.LCTY.UR.ZS;India;IND;2018.0;6.19464475222521
Population in the largest city (% of urban population);EN.URB.LCTY.UR.ZS;Russian Federation;RUS;2018.0;11.5397337041897
Population in the largest city (% of urban population);EN.URB.LCTY.UR.ZS;South Africa;ZAF;2018.0;14.3089032487188
Population in urban agglomerations of more than 1 million;EN.URB.MCTY;Brazil;BRA;2018.0;87864411.0
Population in urban agglomerations of more than 1 million;EN.URB.MCTY;China;CHN;2018.0;388398439.0
Population in urban agglomerations of more than 1 million;EN.URB.MCTY;India;IND;2018.0;208777575.0
Population in urban agglomerations of more than 1 million;EN.URB.MCTY;Russian Federation;RUS;2018.0;33506382.0
Population in urban agglomerations of more than 1 million;EN.URB.MCTY;South Africa;ZAF;2018.0;20400727.0
Population in urban agglomerations of more than 1 million (% of total population);EN.URB.MCTY.TL.ZS;Brazil;BRA;2018.0;41.9461931451321
Population in urban agglomerations of more than 1 million (% of total population);EN.URB.MCTY.TL.ZS;China;CHN;2018.0;27.8875617671767
Population in urban agglomerations of more than 1 million (% of total population);EN.URB.MCTY.TL.ZS;India;IND;2018.0;15.4350806157941
Population in urban agglomerations of more than 1 million (% of total population);EN.URB.MCTY.TL.ZS;Russian Federation;RUS;2018.0;23.1913609462377
Population in urban agglomerations of more than 1 million (% of total population);EN.URB.MCTY.TL.ZS;South Africa;ZAF;2018.0;35.3078235783543
Population living in areas where elevation is below 5 meters (% of total population);EN.POP.EL5M.ZS;Brazil;BRA;2018.0;
Population living in areas where elevation is below 5 meters (% of total population);EN.POP.EL5M.ZS;China;CHN;2018.0;
Population living in areas where elevation is below 5 meters (% of total population);EN.POP.EL5M.ZS;India;IND;2018.0;
Population living in areas where elevation is below 5 meters (% of total population);EN.POP.EL5M.ZS;Russian Federation;RUS;2018.0;
Population living in areas where elevation is below 5 meters (% of total population);EN.POP.EL5M.ZS;South Africa;ZAF;2018.0;
Population living in slums (% of urban population);EN.POP.SLUM.UR.ZS;Brazil;BRA;2018.0;16.2999992370605
Population living in slums (% of urban population);EN.POP.SLUM.UR.ZS;China;CHN;2018.0;24.6000003814697
Population living in slums (% of urban population);EN.POP.SLUM.UR.ZS;India;IND;2018.0;35.2000007629395
Population living in slums (% of urban population);EN.POP.SLUM.UR.ZS;Russian Federation;RUS;2018.0;
Population living in slums (% of urban population);EN.POP.SLUM.UR.ZS;South Africa;ZAF;2018.0;25.6000003814697
Preprimary education, duration (years);SE.PRE.DURS;Brazil;BRA;2018.0;5.0
Preprimary education, duration (years);SE.PRE.DURS;China;CHN;2018.0;3.0
Preprimary education, duration (years);SE.PRE.DURS;India;IND;2018.0;3.0
Preprimary education, duration (years);SE.PRE.DURS;Russian Federation;RUS;2018.0;5.0
Preprimary education, duration (years);SE.PRE.DURS;South Africa;ZAF;2018.0;7.0
Primary completion rate, female (% of relevant age group);SE.PRM.CMPT.FE.ZS;Brazil;BRA;2018.0;
Primary completion rate, female (% of relevant age group);SE.PRM.CMPT.FE.ZS;China;CHN;2018.0;
Primary completion rate, female (% of relevant age group);SE.PRM.CMPT.FE.ZS;India;IND;2018.0;
Primary completion rate, female (% of relevant age group);SE.PRM.CMPT.FE.ZS;Russian Federation;RUS;2018.0;101.441780090332
Primary completion rate, female (% of relevant age group);SE.PRM.CMPT.FE.ZS;South Africa;ZAF;2018.0;92.1242980957031
Primary completion rate, male (% of relevant age group);SE.PRM.CMPT.MA.ZS;Brazil;BRA;2018.0;
Primary completion rate, male (% of relevant age group);SE.PRM.CMPT.MA.ZS;China;CHN;2018.0;
Primary completion rate, male (% of relevant age group);SE.PRM.CMPT.MA.ZS;India;IND;2018.0;
Primary completion rate, male (% of relevant age group);SE.PRM.CMPT.MA.ZS;Russian Federation;RUS;2018.0;102.46061706543
Primary completion rate, male (% of relevant age group);SE.PRM.CMPT.MA.ZS;South Africa;ZAF;2018.0;88.5940399169922
Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;Brazil;BRA;2018.0;
Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;China;CHN;2018.0;
Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;India;IND;2018.0;
Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;Russian Federation;RUS;2018.0;101.96321105957
Primary completion rate, total (% of relevant age group);SE.PRM.CMPT.ZS;South Africa;ZAF;2018.0;90.3444976806641
Primary education, duration (years);SE.PRM.DURS;Brazil;BRA;2018.0;5.0
Primary education, duration (years);SE.PRM.DURS;China;CHN;2018.0;6.0
Primary education, duration (years);SE.PRM.DURS;India;IND;2018.0;5.0
Primary education, duration (years);SE.PRM.DURS;Russian Federation;RUS;2018.0;4.0
Primary education, duration (years);SE.PRM.DURS;South Africa;ZAF;2018.0;7.0
Primary education, pupils;SE.PRM.ENRL;Brazil;BRA;2018.0;15951913.0
Primary education, pupils;SE.PRM.ENRL;China;CHN;2018.0;101872976.0
Primary education, pupils;SE.PRM.ENRL;India;IND;2018.0;
Primary education, pupils;SE.PRM.ENRL;Russian Federation;RUS;2018.0;6927980.0
Primary education, pupils;SE.PRM.ENRL;South Africa;ZAF;2018.0;7568387.0
Primary education, pupils (% female);SE.PRM.ENRL.FE.ZS;Brazil;BRA;2018.0;
Primary education, pupils (% female);SE.PRM.ENRL.FE.ZS;China;CHN;2018.0;46.47985
Primary education, pupils (% female);SE.PRM.ENRL.FE.ZS;India;IND;2018.0;
Primary education, pupils (% female);SE.PRM.ENRL.FE.ZS;Russian Federation;RUS;2018.0;
Primary education, pupils (% female);SE.PRM.ENRL.FE.ZS;South Africa;ZAF;2018.0;
Primary education, teachers;SE.PRM.TCHR;Brazil;BRA;2018.0;798957.0
Primary education, teachers;SE.PRM.TCHR;China;CHN;2018.0;6201651.0
Primary education, teachers;SE.PRM.TCHR;India;IND;2018.0;
Primary education, teachers;SE.PRM.TCHR;Russian Federation;RUS;2018.0;321587.0
Primary education, teachers;SE.PRM.TCHR;South Africa;ZAF;2018.0;
Primary education, teachers (% female);SE.PRM.TCHR.FE.ZS;Brazil;BRA;2018.0;88.4911193847656
Primary education, teachers (% female);SE.PRM.TCHR.FE.ZS;China;CHN;2018.0;67.3967514038086
Primary education, teachers (% female);SE.PRM.TCHR.FE.ZS;India;IND;2018.0;
Primary education, teachers (% female);SE.PRM.TCHR.FE.ZS;Russian Federation;RUS;2018.0;99.234733581543
Primary education, teachers (% female);SE.PRM.TCHR.FE.ZS;South Africa;ZAF;2018.0;
Primary school starting age (years);SE.PRM.AGES;Brazil;BRA;2018.0;6.0
Primary school starting age (years);SE.PRM.AGES;China;CHN;2018.0;6.0
Primary school starting age (years);SE.PRM.AGES;India;IND;2018.0;6.0
Primary school starting age (years);SE.PRM.AGES;Russian Federation;RUS;2018.0;7.0
Primary school starting age (years);SE.PRM.AGES;South Africa;ZAF;2018.0;7.0
Progression to secondary school (%);SE.SEC.PROG.ZS;Brazil;BRA;2018.0;
Progression to secondary school (%);SE.SEC.PROG.ZS;China;CHN;2018.0;
Progression to secondary school (%);SE.SEC.PROG.ZS;India;IND;2018.0;
Progression to secondary school (%);SE.SEC.PROG.ZS;Russian Federation;RUS;2018.0;
Progression to secondary school (%);SE.SEC.PROG.ZS;South Africa;ZAF;2018.0;
Progression to secondary school, female (%);SE.SEC.PROG.FE.ZS;Brazil;BRA;2018.0;
Progression to secondary school, female (%);SE.SEC.PROG.FE.ZS;China;CHN;2018.0;
Progression to secondary school, female (%);SE.SEC.PROG.FE.ZS;India;IND;2018.0;
Progression to secondary school, female (%);SE.SEC.PROG.FE.ZS;Russian Federation;RUS;2018.0;
Progression to secondary school, female (%);SE.SEC.PROG.FE.ZS;South Africa;ZAF;2018.0;
Progression to secondary school, male (%);SE.SEC.PROG.MA.ZS;Brazil;BRA;2018.0;
Progression to secondary school, male (%);SE.SEC.PROG.MA.ZS;China;CHN;2018.0;
Progression to secondary school, male (%);SE.SEC.PROG.MA.ZS;India;IND;2018.0;
Progression to secondary school, male (%);SE.SEC.PROG.MA.ZS;Russian Federation;RUS;2018.0;
Progression to secondary school, male (%);SE.SEC.PROG.MA.ZS;South Africa;ZAF;2018.0;
Pupil-teacher ratio, lower secondary;SE.SEC.ENRL.LO.TC.ZS;Brazil;BRA;2018.0;
Pupil-teacher ratio, lower secondary;SE.SEC.ENRL.LO.TC.ZS;China;CHN;2018.0;12.32505
Pupil-teacher ratio, lower secondary;SE.SEC.ENRL.LO.TC.ZS;India;IND;2018.0;24.92784
Pupil-teacher ratio, lower secondary;SE.SEC.ENRL.LO.TC.ZS;Russian Federation;RUS;2018.0;
Pupil-teacher ratio, lower secondary;SE.SEC.ENRL.LO.TC.ZS;South Africa;ZAF;2018.0;
Pupil-teacher ratio, preprimary;SE.PRE.ENRL.TC.ZS;Brazil;BRA;2018.0;
Pupil-teacher ratio, preprimary;SE.PRE.ENRL.TC.ZS;China;CHN;2018.0;17.37685
